stop_id,stop_code,stop_name,stop_lat,stop_lon
551,STRD,STATE ST & OLD RUDNIK LN,39.135284,-75.52139
552,SCOO,STATE ST & COOPER RD,39.131657,-75.519875
553,SSLA,STATE ST OP LAKELAND TP,39.129373,-75.518937
554,STOL,STATE ST & OLD MILL RD,39.124798,-75.517074
555,STOE,STATE ST & OP EMERSON DR,39.12068,-75.515977
556,STEM,STATE ST & EMERSON DR,39.120149,-75.515746
557,STLA,STATE ST & LAKELAND AVE,39.128546,-75.5184
558,STHI,STATE ST & HIGHVIEW AV,39.132437,-75.519961
559,STHU,STATE ST & HUNTLEY CIR,39.135784,-75.52131
560,STYM,STATE ST & YMCA,39.144562,-75.522529
561,STPI,STATE ST & PINE ST,39.146985,-75.522417
562,113C,PRESIDENT DR @ BAY RD,39.14419,-75.499348
566,GSFL,GATEWAY SOUTH & FOOD LION,39.123553,-75.498237
569,113O,BAY RD & OP CAPITOL PARK,39.14419,-75.498735
571,COCO,M L KING BLVD & COURTSIDE APTS,39.157778,-75.514403
572,FEWA,FEDERAL ST & WATER ST,39.155725,-75.521522
573,WITA,WILLIAM PENN ST & TATNALL BLDG,39.15663,-75.519791
574,RIKE,RIVER RD & KENT ST,39.15627,-75.515959
575,RISU,RIVER RD & OP SUSSEX AVE,39.154701,-75.517274
576,NESU,NEW CASTLE AVE & OP SUSSEX AVE,39.154369,-75.514674
578,113P,BAYCOURT PLAZA @ SAVE A LOT,39.150605,-75.506663
579,SLRO,S LITTLE CRK RD & ROBERTA AV,39.156935,-75.500636
581,SLMO,SLITTLE CRK RD & MORIARTY ST,39.15706,-75.500525
582,DULE,DUKE OF YORK ST & LEGISLATIVE AV,39.158116,-75.519167
583,KIDI,KINGS HWY & DIVISION ST,39.16205,-75.52308
584,NIWH,NIMITZ RD & WHITE OAK RD,39.173067,-75.510168
585,TOKM,TOWNSEND BLVD & KMART,39.175193,-75.521501
604,STGR,STATE ST & THE GREEN,39.156266,-75.523678
605,SNLI,STATE ST & LIBRARY,39.160302,-75.525175
606,STDE,STATE ST & DELAWARE AVE,39.163112,-75.526286
607,STWA,STATE ST & WASHINGTON ST,39.16678,-75.527623
608,STWI,STATE ST & OP WILLIAM ST,39.168892,-75.52842
609,WAPH,WALKER RD & PHYS THERAPY SER,39.170901,-75.540254
610,WAPY,WALKER RD & OP PLAYTEX,39.170287,-75.543018
613,WAHA,WALKER RD & THE HAMLET,39.168993,-75.548813
621,KIDN,KINGS HWY OP REED ST,39.160133,-75.524057
622,DIKE,DIVISION ST OP KENT AV,39.162773,-75.520618
623,DIBA,DIVISION ST & BAYARD AV,39.162812,-75.517299
625,NI33,NIMITZ RD BTWN #337&345,39.174641,-75.511417
626,NIMC,NIMITZ RD & OP MCDOWELL DR,39.176819,-75.513769
627,NITO,NIMITZ RD & TOWNSEND BLVD,39.178323,-75.515747
628,TO85,TOWNSEND BLVD BTWN #851&847,39.178103,-75.518666
631,SABV,SAVANNAH RD & OP BAY MED CTR,38.753037,-75.161899
632,SABA,SAVANNAH RD & BAY VIEW MED CTR,38.753238,-75.161924
634,SASM,SAVANNAH RD & SMITH AV,38.7772,-75.136022
635,SADA,SAVANNAH RD & OP DAILY MARKET,38.778111,-75.135046
636,HEDA,HENLOPEN DR & DAIRY QUEEN,38.780611,-75.131821
640,13S9,US RT 113 & GEORGETOWN PLAZA SC,38.680245,-75.394852
641,SBFS,S BEDFORD ST & FAMILY SER BLDG,38.677626,-75.379519
642,BEHA,S BEDFORD ST & HARRIS ALLEY BODIES MARKET,38.688905,-75.384302
643,9DOL,US RT 9 & DOLLAR STORE,38.695152,-75.379294
644,9R30,US RT 9 & DEL RT 30,38.713732,-75.317674
645,9HUM,US RT 9 & OP HUNTERS MILL,38.728504,-75.266865
646,9BLL,US RT 9 & STINGEY LN,38.745879,-75.180384
647,9ARB,US RT 9 & ARBYS,38.750062,-75.168962
649,RECH,REHOBOTH AVE & CHURCH ST,38.713839,-75.095489
651,9BEL,US RT 9 & STINGEY RD,38.746107,-75.180308
652,9HUN,US RT 9 & HUNTERS MILL,38.728679,-75.2668
653,9D30,US RT 9 & DEL RT 30,38.713963,-75.317453
654,9WDO,US RT 9 & OP DOLLAR STORE,38.695111,-75.379551
655,BEHR,S BEDFORD ST & HARRIS ALLEY,38.688758,-75.384372
657,13N9,US RT 113 & OP GEORGETOWN PLAZA,38.680945,-75.394813
660,24LO,DEL RT 24 & OP LOVE CRK MARI,38.704568,-75.160339
661,23LO,DEL RT 23 & LONG NECK PLAZA,38.631971,-75.180324
662,24HO,DEL RT 24 & ENT HOLLY LAKE CAMP,38.658573,-75.189366
663,23LN,DEL RT 23 & OP LONG NECK S P,38.632156,-75.180433
664,24HL,DEL RT 24 & OP HOLLY LAKE,38.657883,-75.189221
665,24LC,DEL RT 24 & LOVE CRK MARINA,38.702115,-75.163746
673,13WM,US RT13 AT KW BLVD NEAR SAMS CLUB,39.196365,-75.550944
674,13NO,US RT 13 & NORTH DOVER CTR STAPLES,39.185809,-75.53381
675,KS06,KING ST & 6TH ST,39.741623,-75.549409
678,LOCI,LOOCKERMAN ST & CITY HALL,39.158437,-75.523539
679,LOCH,LOOCKERMAN ST & FEDERAL ST,39.15838,-75.522506
680,DWPH,DUNCAN RD & PHILADELPHIA PK,39.771831,-75.496881
681,PNLI,PHILADELPHIA PK & LINDSEY PL,39.773397,-75.49524
683,PNES,PHILADELPHIA PK & ESKRIDGE DR,39.774749,-75.493361
684,P0BL,PHILADELPHIA PK & BELLEVUE RD,39.775706,-75.491995
685,BWPR,BELLEVUE PKWY & PROVIDNT GRP-101,39.778441,-75.489434
686,CNMO,CARR RD & 1100 CARR ROAD,39.784409,-75.492564
687,C0HI,CARR RD & HILLSIDE AVE,39.7856,-75.487031
690,HNPE,HARRISON AVE & PERKINS AVE,39.78562,-75.482875
691,HNHO,HARRISON AVE & HOLLY OAK RD,39.786907,-75.481442
692,HEPH,HOLLY OAK RD & PHILADELPHIA PK,39.785082,-75.478213
697,SWHA,SILVERSIDE RD & HARRISON AVE,39.784668,-75.484409
698,PNBV,PHILADELPHIA PK & OP BELLEVUE CORP,39.777988,-75.488537
700,PNDE,PHILADELPHIA PK & DELAIRE-SUNSET D,39.779927,-75.485498
702,P0HO,PHILADELPHIA PK & HOLLY OAK RD,39.784938,-75.477906
706,PNWI,PHILADELPHIA PK & WINDING LN,39.789048,-75.473365
707,P0RO,PHILADELPHIA PK & ROLLING RD,39.789743,-75.472578
708,PNLE,PHILADELPHIA PK & LEXINGTON DR,39.790949,-75.47131
709,P0MA,PHILADELPHIA PK & OP MAPLE RD,39.79194,-75.47023
711,PNHA,PHILADELPHIA PK & OP HARVEY RD,39.794352,-75.467526
712,PNPR,PHILADELPHIA PK & PRINCETON AVE,39.795861,-75.465814
714,PNCO,PHILADELPHIA PK & OP COMMONWEALTH,39.798591,-75.462632
715,PNST,PHILADELPHIA PK & STOCKDALE AVE,39.799954,-75.461104
716,PNGO,PHILADELPHIA PK & GOVERNOR PRINTZ,39.801246,-75.459361
718,P0MN,PHILADELPHIA PK & MANOR AVE,39.803122,-75.456656
720,MEPH,MYRTLE AVE & PHILADELPHIA PK,39.80406,-75.453822
721,MWPH,MYRTLE AVE & PHILADELPHIA PK,39.804155,-75.453666
722,DWLW,DARLEY RD & OP LENAPE WAY,39.805228,-75.454612
725,DWNA,DARLEY RD & OP NAAMANS DR-BV,39.8098,-75.458564
726,DWRU,DARLEY RD & RUBY DR,39.81175,-75.462918
728,PNPL,PEACHTREE RD & OP PLUMTREE LN,39.813639,-75.465551
729,PNBI,PEACHTREE RD & OP BIRCHTREE LN,39.81516,-75.463808
730,PNCE,PEACHTREE RD & CEDARTREE LN,39.814791,-75.462016
731,PNAP,PEACHTREE RD & OP APPLETREE CT,39.815695,-75.460157
732,NWMO,NAAMANS RD & MONTCLAIR DR,39.817689,-75.459995
733,NWSO,NAAMANS RD & SOCIETY DR,39.818254,-75.461532
735,SNB2,SOCIETY DR & BLDG 2000,39.820361,-75.460975
736,SNB7,SOCIETY DR & BLSG 7000,39.821625,-75.45888
737,SSS2,SOCIETY DR & SHELTER 2,39.820153,-75.456954
738,SSNO,SOCIETY DR & OP NORTHTOWN PLAZA,39.818258,-75.457844
739,PHAL,PHILADELPHIA PK & ALCOTT AVE,39.80717,-75.44894
740,PNCI,PHILADELPHIA PK & CITI STEEL ENT,39.807984,-75.447452
741,NWHI,NAAMANS RD & RIDGE RD,39.811743,-75.443769
742,PSAP,PEACHTREE RD & APPLETREE CT,39.81573,-75.460282
743,PSCE,PEACHTREE RD & OP CEDARTREE CT,39.814904,-75.462045
744,PSBI,PEACHTREE RD & BIRCHTREE LN,39.815364,-75.463522
745,PSPL,PEACHTREE RD & PLUMTREE LN,39.813667,-75.465775
746,DEPE,DARLEY RD & PEACHTREE RD,39.812769,-75.466108
747,DERU,DARLEY RD & RUBY DR,39.811447,-75.462476
748,DENA,DARLEY RD & NAAMANS DR-BRKVW,39.80964,-75.458637
751,DELW,DARLEY RD & LENAPE WAY,39.80505,-75.45473
754,PSSE,PHILADELPHIA PK & SEMINOLE AVE,39.802451,-75.457921
755,PSFR,PHILADELPHIA PK & FRANKLIN AVE,39.800638,-75.460506
756,PSLA,PHILADELPHIA PK & LAWSON AVE,39.799985,-75.461334
757,PSCO,PHILADELPHIA PK & COMMONWEALTH AVE,39.797814,-75.463819
759,PSPE,PHILADELPHIA PK & PENNSYLVANIA AVE,39.795912,-75.466018
760,PSHA,PHILADELPHIA PK & HARVEY RD,39.793799,-75.468398
761,P1MA,PHILADELPHIA PK & MAPLE RD,39.791726,-75.470757
763,PSRO,PHILADELPHIA PK & OP ROLLING DR,39.790028,-75.472592
764,PSWI,PHILADELPHIA PK & OP WINDING RD,39.789254,-75.473431
765,PSDE,PHILADELPHIA PK & W DELAWARE AVE,39.787414,-75.475447
767,PSHO,PHILADELPHIA PK & HOLLY OAK RD,39.784893,-75.478262
770,PSCL,PHILADELPHIA PK & CLEARVIEW AVE,39.781789,-75.482945
772,PSSU,PHILADELPHIA PK & OP SUNSET DR-DEL,39.780241,-75.485162
778,BSHI,BRANDYWINE BLVD & OP HIGHLAND AVE,39.768408,-75.497452
779,BSBE,BRANDYWINE BLVD & OP BELLEFONTE AV,39.767845,-75.498554
781,BSMA,BRANDYWINE BLVD & MARION AVE,39.76652,-75.500006
782,B1MA,BRANDYWINE BLVD & MAPLE AVE,39.765465,-75.501053
783,BSST,BRANDYWINE BLVD & STIDHAM AVE,39.76415,-75.502364
784,BSLO,BRANDYWINE BLVD & LORE AVE,39.763137,-75.503323
786,HWCA,HAINES AVE & CHESTNUT AVE,39.762886,-75.506284
787,HWWO,HILLCREST AVE & WOODSIDE AVE,39.763304,-75.507926
788,HWMA,HILLCREST AVE & MARSH RD,39.763664,-75.509905
789,HWBE,HILLCREST AVE & BEESON AVE,39.764004,-75.511674
790,HWPH,HILLCREST AVE & PHILADELPHIA PK,39.764378,-75.51377
791,PIDU,PHILADELPHIA PK & DUPONT AVE,39.771859,-75.498016
792,PSPA,PHILADELPHIA PK & PARKWAY LN,39.771022,-75.499859
793,P1WA,PHILADELPHIA PK & WASHINGTON ST XT,39.769268,-75.503648
795,PSWE,PHILADELPHIA PK & WELDIN LN,39.767907,-75.506647
797,PSPN,PHILADELPHIA PK & PENNYACRES-OPBEE,39.765623,-75.511705
799,PSSH,PHILADELPHIA PK & SHIPLEY RD,39.763751,-75.515731
800,P1SH,PHILADELPHIA PK & FORMAN MILLS,39.762818,-75.51776
802,MS40,MARKET ST & 40TH ST,39.760496,-75.522834
803,MS38,MARKET ST & 38TH ST,39.759704,-75.524514
804,MS36,MARKET ST & 36TH ST,39.75909,-75.525893
806,MS33,MARKET ST & 33RD ST,39.757857,-75.528565
807,MS31,MARKET ST & 31ST ST,39.756759,-75.530976
808,MS30,MARKET ST & 30TH ST,39.756373,-75.531816
809,MS29,MARKET ST & 29TH ST,39.755779,-75.533122
810,MS28,MARKET ST & 28TH ST,39.755221,-75.534265
811,MS26,MARKET ST & 26TH ST,39.75455,-75.535867
813,MS24,MARKET ST & 24TH ST,39.753746,-75.5377
815,MS22,MARKET ST & 22ND ST,39.752741,-75.539891
816,MSCO,MARKET ST & CONCORD AVE,39.752375,-75.540765
818,MS19,MARKET ST & 19TH ST,39.751541,-75.542608
820,KS14,KING ST & 14TH ST,39.748545,-75.544781
821,PSBC,PHILADELPHIA PK & BELLEVUE CORP CR,39.778008,-75.488838
822,CWHI,CARR RD & OP HILLSIDE AVE,39.785748,-75.48682
823,C1MO,CARR RD & OP ELECT PAY SER,39.78435,-75.493464
824,BEPR,BELLEVUE PKWY & PROVIDNT GRP-200,39.778786,-75.492676
825,PSBE,PHILADELPHIA PK & OP BELLEVUE RD,39.775826,-75.492159
826,PSES,PHILADELPHIA PK & OP ESKRIDGE DR,39.775055,-75.493244
828,PSLI,PHILADELPHIA PK & OP LINDSEY PL,39.773459,-75.495538
830,DEPH,DUNCAN RD & PHILADELPHIA PK,39.771857,-75.497305
834,PS44,PHILADELPHIA PK & 44TH ST,39.762061,-75.519323
835,WN03,WALNUT ST & 3RD ST,39.738221,-75.549235
839,W011,WEST ST & 11TH ST,39.747839,-75.54994
841,W014,WASHINGTON ST & 14TH ST,39.750887,-75.549186
842,BNWA,BAYNARD BLVD & WASHINGTON ST,39.753699,-75.547276
843,18BY,18TH ST & BAYNARD BLVD,39.755265,-75.546689
845,18WA,18TH ST & WARNER SCHOOL,39.758228,-75.548833
847,BE21,BROOM ST & 21ST ST,39.761318,-75.546944
848,BE23,BROOM ST & 23RD ST,39.762011,-75.545405
849,BE25,BROOM ST & 25TH ST,39.76279,-75.543572
853,CNMU,CONCORD PK & MURPHY RD,39.786033,-75.545866
854,CNFA,CONCORD PK & FAIRFAX SHOP CTR,39.787818,-75.546027
855,CNZE,CONCORD PK & OP ZENECA BLDG,39.790233,-75.546336
856,CNRO,CONCORD PK & OP ROLLINS BLDG,39.79134,-75.54653
857,CNSH,CONCORD PK & OP SHARPLEY RD,39.793724,-75.546838
858,CNPR,CONCORD PK & PROSPECT DR,39.795866,-75.547143
859,CNNI,CONCORD PK & NICHOLS AVE,39.798167,-75.547464
860,CNCL,CONCORD PK & CLEVELAND AV,39.800022,-75.5477
861,CNFL,CONCORD PK & FLORENCE AVE,39.802389,-75.548025
862,C0PR,CONCORD PK & PROSPECT AVE,39.804346,-75.548392
863,CNWI,CONCORD PK & SEASONS,39.806412,-75.548691
864,CNSI,CONCORD PK & SILVERSIDE RD,39.810354,-75.549293
865,CNSQ,CONCORD PK & CONCORD SQ,39.812616,-75.549593
866,CNWD,CONCORD PK & OP ROCKY RUN PKWY,39.817693,-75.548425
867,CMBO,CONCORD MALL & BOSCOVS,39.82466,-75.544008
869,COWI,CONCORD PK & M&T BANK/ NAAMANS RD,39.828407,-75.544158
870,NEPE,NAAMANS RD & PERRY PL,39.828683,-75.542685
871,BRCC,BRANDYWNE TWN CT & OP COMMUNITY CTR,39.830401,-75.536153
872,BRCM,BRANDYWINE TWN CT & COMMUNITY CTR,39.830435,-75.536329
874,CSNA,CONCORD PK & NAAMANS RD,39.828145,-75.54464
876,C1RO,CONCORD PK & ROCKY RUN BLVD,39.818084,-75.548688
877,CSRI,CONCORD PK & RIGHTER PKWY,39.8127,-75.550098
878,C1GA,CONCORD PK & GARDEN OF EDEN R,39.810883,-75.55023
879,CSMT,CONCORD PK & MT LEBANON RD,39.806471,-75.549309
880,CSPR,CONCORD PK & OP PROSPECT AVE,39.80474,-75.54883
881,CSWH,CONCORD PK & WHITBY RD,39.801967,-75.548334
882,CSCO,CONCORD PK & OP CLEVELAND AVE,39.799878,-75.548041
883,CSNI,CONCORD PK & OP NICHOLS AVE,39.797907,-75.547764
884,CSWO,CONCORD PK & OP WOODROW AVE,39.796326,-75.547541
885,CSSH,CONCORD PK & SHARPLEY RD,39.793705,-75.547195
886,CSRO,CONCORD PK & ROLLINS BLDG,39.791652,-75.546923
887,CSZE,CONCORD PK & ZENECA BLDG,39.788777,-75.546567
890,CSIN,CONCORD PK & OP INDEPNDNCE ML,39.780279,-75.545516
891,BW25,BROOM ST & 25TH ST,39.762997,-75.543518
892,BW23,BROOM ST & OP 23RD ST,39.762004,-75.545665
893,BW20,BROOM ST & OP 20TH ST,39.761044,-75.547784
895,18VA,18TH ST & VAN BUREN ST,39.75726,-75.548344
897,18BA,18TH ST & BAYNARD BLVD,39.755349,-75.546927
898,BSWA,BAYNARD BLVD & WASHINGTON ST,39.753368,-75.54768
899,WS14,WASHINGTON ST & 14TH ST,39.749748,-75.550121
901,WS12,WASHINGTON ST & 12TH ST,39.748609,-75.550898
903,KS09,KING ST & 9TH ST,39.744129,-75.547765
907,KS03,KING ST & 3RD ST,39.739597,-75.550874
908,8WKI,8TH ST & KING ST,39.743077,-75.548218
909,WN12,WALNUT ST & 12TH ST,39.746231,-75.543695
910,WN14,WALNUT ST & 14TH ST,39.748188,-75.54246
913,16JE,16TH ST & JESSUP ST,39.748321,-75.538948
915,PN22,PINE ST & 22ND ST,39.750135,-75.536045
916,PN25,PINE ST & OP 25TH ST,39.75215,-75.533875
917,260P,26TH ST & PINE ST,39.752565,-75.532991
919,260L,26TH ST & LOCUST ST,39.751035,-75.53053
920,26TH,26TH ST & THATCHER ST,39.750222,-75.529246
921,26NO,26TH ST & NORTHEAST BLVD,39.749512,-75.528137
922,NN30,NORTHEAST BLVD & 30TH ST,39.751842,-75.525156
924,TEBO,TODDS LN & BOWERS ST,39.750395,-75.523426
925,NNEA,NORTHEAST BLVD & OP EASTLAWN AVE,39.752865,-75.523124
927,GNDE,GOV PRINTZ BLVD & OP DEL OLDS,39.753557,-75.519023
928,LNCF,LEA BLVD & COLONY FAIR S C,39.755797,-75.517489
929,LNFV,LEA BLVD & FOX VALLEY S C,39.76186,-75.520685
930,MAWE,MATSON RUN PKWY & WEST ST,39.763174,-75.523392
932,L1TA,LEA BLVD & TATNALL ST,39.762791,-75.521658
933,LSGX,LEA BLVD & GOODWILL EXIT,39.757316,-75.517816
934,GSLE,GOV PRINTZ BLVD & LEA BLVD,39.753462,-75.517293
936,GSPE,GOV PRINTZ BLVD & PEPSI PLANT,39.753803,-75.520581
937,NS35,NORTHEAST BLVD & 35TH ST,39.75336,-75.522431
938,NS29,NORTHEAST BLVD OP 29TH ST,39.751257,-75.526148
941,26HE,26TH ST & HEALD ST,39.749799,-75.528473
942,26LO,26TH ST & LOCUST ST,39.750957,-75.5303
944,26PI,26TH ST & PINE ST,39.75275,-75.533121
945,JS25,JESSUP ST & 25TH ST,39.752862,-75.534779
946,JS23,JESSUP ST & 23RD ST,39.751672,-75.536072
947,JSVA,JESSUP ST & VANDEVER AVE,39.749711,-75.538143
948,JS16,JESSUP ST & 16TH ST,39.748775,-75.539079
949,16WA,16TH ST & WALNUT ST,39.748973,-75.541813
950,4WOR,4TH ST & ORANGE ST,39.741157,-75.552761
951,4WWA,4TH ST & WASHINGTON ST,39.742099,-75.555114
952,4WJE,4TH ST & JEFFERSON ST,39.742592,-75.556404
953,4WAD,4TH ST & JACKSON ST,39.744263,-75.560635
954,4WVA,4TH ST & VAN BUREN ST,39.744778,-75.561738
955,4WHA,4TH ST & HARRISON ST,39.745152,-75.562778
956,40FR,4TH ST & FRANKLIN ST,39.74568,-75.563923
957,4WBR,4TH ST & BROOM ST,39.746531,-75.566014
958,4WCL,4TH ST & CLAYTON ST,39.747301,-75.567959
959,4WDU,4TH ST & DUPONT ST,39.747854,-75.569286
960,4WSC,4TH ST & SCOTT ST,39.748351,-75.570489
962,US02,UNION ST & 2ND ST,39.747726,-75.574146
964,LWWO,LANCASTER AVE & WOODLAWN AVE,39.748487,-75.578408
965,LWGH,LANCASTER AVE & GREENHILL AVE,39.749955,-75.582024
966,LWGR,LANCASTER AVE & GRAY ST,39.750663,-75.583772
967,LWOG,LANCASTER AVE & OGLE AVE,39.751232,-75.585198
968,LWSI,LANCASTER PK & DUPONT RD,39.752294,-75.587898
969,LWCN,LANCASTER PK & CANNERY,39.753435,-75.59046
970,LWMA,LANCASTER PK & OP MARYELLA DR,39.754394,-75.593102
971,LWCO,LANCASTER PK & COURT DR E ENT,39.755404,-75.595628
973,L0CO,LANCASTER PK & COURT DR W ENT,39.756038,-75.59719
974,LWBM,LANCASTER PK & BARLEY MILL ENT,39.757671,-75.601052
975,LWDO,LANCASTER PK & OP DOWNS DR,39.759841,-75.607308
976,L0MA,LANCASTER PK & OP MASONIC HOME,39.761062,-75.613188
977,L0HE,LANCASTER PK & HEDGEROW PL,39.761342,-75.616713
980,LECE,LANCASTER PK & CENTERVILLE RD,39.761641,-75.623494
981,L1HA,LANCASTER PK & HARLECH DR,39.761089,-75.617068
982,L1MA,LANCASTER PK & MASONIC HOME,39.76083,-75.612909
983,L1DO,LANCASTER PK & DOWNS DR,39.759533,-75.607219
984,LECO,LANCASTER PK & COURT DR W,39.755938,-75.597472
986,LEMA,LANCASTER PK & MARYELLA DR,39.754783,-75.594477
987,LECN,LANCASTER PK & OP CANNERY,39.753247,-75.590563
988,LESI,LANCASTER PK & SILVERBROOK CEMT,39.75243,-75.588558
989,LEOG,LANCASTER AVE & OGLE AVE,39.75118,-75.585411
990,LEGR,LANCASTER AVE & GRAY ST,39.750472,-75.58375
991,L1CL,LANCASTER AVE & COLONIAL AVE,39.749932,-75.582399
992,LESY,LANCASTER AVE & OP WOODLAWN AVE,39.748276,-75.578285
994,LN02,LINCOLN ST & 2ND ST,39.747039,-75.572927
995,4ESC,4TH ST & SCOTT ST,39.748296,-75.570774
996,4EDU,4TH ST & DUPONT ST,39.74776,-75.569592
997,4ECL,4TH ST & CLAYTON ST,39.747213,-75.568259
998,4ERO,4TH ST & RODNEY ST,39.746689,-75.566976
1000,41FR,4TH ST & FRANKLIN ST,39.745588,-75.564193
1001,4EHA,4TH ST & HARRISON ST,39.745164,-75.5631
1002,4EVA,4TH ST & VAN BUREN ST,39.744739,-75.56202
1003,4EJA,4TH ST & JACKSON ST,39.744275,-75.560943
1004,4EAD,4TH ST & ADAMS ST,39.744125,-75.560601
1005,4EJE,4TH ST & JEFFERSON ST,39.74243,-75.556478
1006,4EWA,4TH ST & WASHINGTON ST,39.741822,-75.555011
1010,JS03,JACKSON ST & 3RD ST,39.743779,-75.561201
1011,JSEL,JACKSON ST & ELM ST,39.740439,-75.563477
1012,JSMA,JACKSON ST & MAPLE ST,39.739032,-75.564423
1013,MWVA,MARYLAND AVE & VAN BUREN ST,39.737719,-75.56648
1014,MWHA,MARYLAND AVE & HARRISON ST,39.73696,-75.56842
1015,MWBA,MARYLAND AVE & BANNING ST,39.736294,-75.570106
1016,MWBR,MARYLAND AVE & BROOM ST,39.735166,-75.572974
1017,MWMC,MARYLAND AVE & MCGOVERN TERR,39.734291,-75.575225
1018,M0RO,MARYLAND AVE & OP ROBINSON LN,39.73325,-75.577782
1019,MWGE,MARYLAND AVE & OP GERMAY DR,39.732392,-75.579922
1020,M0DU,MARYLAND AVE & DUPONT RD,39.729879,-75.584133
1021,M0EL,MARYLAND AVE & ELMHURST PLACE,39.727974,-75.586871
1022,M0CH,MARYLAND AVE & CHAMPLAIN AVE,39.725845,-75.589879
1023,M0HA,MARYLAND AVE & HAYDEN AVE,39.723671,-75.593063
1024,MWFA,MARYLAND AVE & FALLON AVE,39.721454,-75.596221
1025,M0TR,MARYLAND AVE & TROY AVE,39.719258,-75.599392
1026,MWFO,MARYLAND AVE & HIGHLAND AVE,39.717512,-75.60184
1027,M0CE,MARYLAND AVE & CEDAR ST-NEWPORT,39.715749,-75.604397
1028,JWWA,DEL RT 4 & WALNUT ST,39.714962,-75.607162
1029,JWJO,DEL RT 4 & ETHAN ST,39.714628,-75.610757
1030,J0MA,DEL RT 4 & MARKET ST,39.714064,-75.612508
1031,D4WG,DEL RT 4 & GREGG AVE,39.713756,-75.615027
1032,D4WS,DEL RT 4 & STATE ST,39.714057,-75.617003
1033,D4WK,DEL RT 4 & OP KENTUCKY AVE,39.714729,-75.622024
1034,D4HE,DEL RT 4 & HERSHEY RUN DR,39.715165,-75.624842
1035,D4WE,DEL RT 4 & GLENMORE DR E,39.715411,-75.626621
1036,D40G,DEL RT 4 & GLENBERNE DR,39.71593,-75.630612
1037,D4WR,DEL RT 4 & ROTHWELL DR,39.716121,-75.633062
1038,D4WW,DEL RT 4 & W REDMONT DR,39.715999,-75.635951
1039,D4WP,DEL RT 4 & PETRO DR,39.715967,-75.637944
1040,M0RE,MAIN ST-STANTON & REDWOOD AVE,39.715211,-75.642039
1041,MWRO,MAIN ST-NEWPORT & ROYAL AVE,39.713813,-75.645511
1042,MWAR,DEL RT 4 & ARGONNE AVE,39.712946,-75.647609
1043,D4CH,DEL RT 4 & OLD CHURCHMANS RD,39.695644,-75.662787
1044,D7S4,DEL RT 7 & DEL RT 4,39.696358,-75.651974
1046,D7SA,DEL RT 7 & OP AAA BLVD,39.693307,-75.653036
1050,D7TR,DEL RT 7 &  TOY R US,39.686411,-75.655331
1052,D7NA,DEL RT 7 & AAA BLVD,39.693211,-75.652629
1055,MEKI,DEL RT 4 & OP STANTON RD,39.714687,-75.640994
1056,D4ET,DEL RT 4 & TOLLIVER DR,39.715762,-75.636827
1057,D4IR,DEL RT 4 & OP W REDMONT RD,39.715826,-75.635551
1058,D4ER,DEL RT 4 & OP ROTHWELL DR,39.715859,-75.633523
1059,D4GL,DEL RT 4 & GLENMORE E DR,39.715237,-75.62699
1060,D4MC,DEL RT 4 & MC ARTHUR DR,39.715007,-75.625317
1061,D4EK,DEL RT 4 & KENTUCKY AVE,39.71446,-75.621319
1062,D41E,DEL RT 4 & WESTMONT DR,39.713916,-75.617466
1063,D41G,DEL RT 4 & GRANT AVE,39.713578,-75.614856
1064,M1MA,MARKET ST-NWPT & MARY ST,39.71348,-75.611899
1065,MEWA,MARKET ST-NWPT & WALNUT ST,39.713923,-75.607256
1066,M1CE,MARYLAND AVE & OP CEDAR ST-NWPT,39.715835,-75.603964
1067,MEFO,MARYLAND AVE & FOREST DR,39.717629,-75.601386
1068,M1TR,MARYLAND AVE & OP TROY AVE,39.71931,-75.599005
1069,MEFA,MARYLAND AVE & OP FALLON AVE,39.721257,-75.596341
1070,MEMI,MARYLAND AVE & MIDDLEBORO RD,39.722783,-75.594005
1071,M1CH,MARYLAND AVE & CHAMPLAIN AVE,39.725601,-75.589994
1073,MESU,MARYLAND AVE & SUMMIT AVE,39.727453,-75.587271
1074,MEVA,MARYLAND AVE & VALLEY RD,39.728296,-75.586128
1075,MEAS,MARYLAND AVE & ASHLEY PLACE,39.729857,-75.583888
1076,MEHI,MARYLAND AVE & HILLSIDE RD,39.730405,-75.58302
1077,MEGE,MARYLAND AVE & GERMAY DR,39.732208,-75.579829
1079,MEAL,MARYLAND AVE & CANBY PARK SHOPPING CENTER ENTRANCE,39.733877,-75.575787
1080,M1LA,MARYLAND AVE & LATIMER PL,39.734941,-75.573139
1081,ME05,MARYLAND AVE & 5TH ST,39.736308,-75.569784
1082,MEST,MARYLAND AVE & STROUD ST,39.736967,-75.568138
1083,MEBE,MARYLAND AVE & BEECH ST,39.737974,-75.565376
1084,M1MP,MARYLAND AVE & OP MAPLE ST,39.738728,-75.563694
1086,12WA,12TH ST & WASHINGTON ST,39.749211,-75.550859
1088,DWJA,DELAWARE AVE & JACKSON ST,39.751455,-75.555035
1089,PWFR,PENNSYLVANIA AVE & FRANKLIN ST,39.753221,-75.558759
1090,PWBR,PENNSYLVANIA AVE & BROOM ST,39.753889,-75.561092
1092,PWCL,PENNSYLVANIA AVE & CLAYTON ST,39.754377,-75.563151
1093,PWDU,PENNSYLVANIA AVE & DUPONT ST,39.754762,-75.564549
